encoded_feature,original_feature,mean_abs_shap,mean_signed_shap,std_shap
cat__开放条件_有基础的数据安全保护能力;不得用于挖掘个人敏感信息；注明数据来源，定期抽查数据使用情况;有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;有基础的数据安全保护能力；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景；注明数据来源，定期抽查数据使用情况;&&根据业务使用场景，需文旅局审核。,开放条件,0.00034798324,-0.00034798324,1.929144e-05
cat__开放条件_有基础的数据安全保护能力;可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景;注明数据来源，定期抽查数据使用情况;&&,开放条件,0.0003269172,-0.0003269172,9.109519e-09
cat__detail_time_scope_2023年-2024年,detail_time_scope,0.0003115553,0.0003115553,2.181503e-05
cat__开放条件_有基础的数据安全保护能力；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景；注明数据来源，定期抽查数据使用情况;&&依申请开放清单,开放条件,0.00031103857,-0.00031103857,6.1067236e-05
cat__数据资源提供部门_上海市商务委员会,数据资源提供部门,0.00027737644,0.00016746225,0.0003353389
num__has_data_sample,has_data_sample,0.0002477095,-0.0002477095,9.503083e-05
cat__detail_time_scope_2025年-2026年,detail_time_scope,0.00024179433,-8.457156e-05,0.0002695954
cat__开放条件_有较完善的数据安全保护体系；仅注明数据来源，实时日志反馈，定期提交利用报告；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得对外提供查询服务;,开放条件,0.00022002304,-0.00022002304,4.8602704e-09
cat__detail_time_scope_2019年-2023年,detail_time_scope,0.00015623955,-0.00015623955,1.600007e-05
cat__数据资源提供部门_上海市住房和城乡建设管理委员会,数据资源提供部门,0.00015439601,4.372478e-05,0.00023584897
cat__开放条件_有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;有基础的数据安全保护能力；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景；注明数据来源，定期抽查数据使用情况;&&面向社会开放，使用方需根据实际需要提出申请,开放条件,0.00015377355,-0.00015377355,3.172247e-09
cat__detail_time_scope_2017年-2024年,detail_time_scope,0.00015377063,-0.00015377063,4.5366956e-05
cat__开放条件_有基础的数据安全保护能力；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景；注明数据来源，定期抽查数据使用情况;&&申请该数据，需要完整描述需求场景和用途,开放条件,0.00014769354,0.00014506358,0.0002602981
num__has_json_clean,has_json_clean,0.00013062471,0.00013062471,3.521694e-05
cat__开放条件_有基础的数据安全保护能力；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景；注明数据来源，定期抽查数据使用情况;&&有条件开放,开放条件,0.000102273065,6.0103142e-05,0.00011180875
cat__数据资源提供部门_上海市卫生健康委员会（上海市中医药管理局）,数据资源提供部门,9.7817305e-05,9.7817305e-05,6.5323744e-05
cat__detail_time_scope_2011年,detail_time_scope,9.360216e-05,9.360216e-05,8.489081e-05
cat__detail_time_scope_2018年-2018年,detail_time_scope,8.881937e-05,-8.881937e-05,0.00015322045
num__low_field_count_flag,low_field_count_flag,8.751014e-05,8.751014e-05,2.834157e-05
cat__detail_time_scope_2020年-2024年,detail_time_scope,7.584367e-05,7.584367e-05,0.00010620784
cat__detail_time_scope_2024年-2024年,detail_time_scope,6.782995e-05,6.78248e-05,6.7762194e-05
cat__detail_time_scope_2021年-2022年,detail_time_scope,5.8270885e-05,5.8270885e-05,2.5650523e-05
num__has_standard_field_description,has_standard_field_description,5.6526835e-05,5.6526835e-05,7.360448e-05
num__has_xml_clean,has_xml_clean,4.4978173e-05,-4.4978173e-05,1.3102946e-05
cat__detail_time_scope_2015年-2024年,detail_time_scope,1.3767061e-05,-1.3767061e-05,2.4707471e-05
cat__开放条件_有基础的数据安全保护能力；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景；注明数据来源，定期抽查数据使用情况;&&仅面向崇明区科研机构,开放条件,1.1816241e-05,1.1816241e-05,4.740283e-05
cat__detail_spatial_scope_奉贤区,detail_spatial_scope,1.1312586e-05,-1.1312586e-05,6.51297e-05
cat__detail_time_scope_2016年-2024年,detail_time_scope,6.2939957e-06,-6.2939957e-06,9.745552e-06
cat__detail_time_scope_2010年,detail_time_scope,4.2395295e-06,4.2395295e-06,1.8839544e-05
cat__开放条件_有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;有基础的数据安全保护能力；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景；注明数据来源，定期抽查数据使用情况;&&根据申请有条件开放,开放条件,0.0,0.0,0.0
cat__开放条件_有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;有基础的数据安全保护能力；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景；注明数据来源，定期抽查数据使用情况;&&根据需要提出开放需求，主管部门审核通过,开放条件,0.0,0.0,0.0
cat__开放条件_有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;有基础的数据安全保护能力；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景；注明数据来源，定期抽查数据使用情况;&&满足开放条件即可开放,开放条件,0.0,0.0,0.0
cat__detail_time_scope_2018年-2024年,detail_time_scope,0.0,0.0,0.0
cat__开放条件_有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;有基础的数据安全保护能力；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景；注明数据来源，定期抽查数据使用情况;&&环卫作业日常管理和运营规范或消耗数据，依申请经绿容局审批后可开放,开放条件,0.0,0.0,0.0
cat__开放条件_有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;有基础的数据安全保护能力；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景；注明数据来源，定期抽查数据使用情况;&&环卫设施设备分布及运行状态数据，依申请经绿容局审批后可开放,开放条件,0.0,0.0,0.0
cat__开放条件_有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;有基础的数据安全保护能力；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景；注明数据来源，定期抽查数据使用情况;&&用于医疗保障和卫生健康部门医疗、医保、医药行业管理,开放条件,0.0,0.0,0.0
cat__开放条件_有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;有基础的数据安全保护能力；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景；注明数据来源，定期抽查数据使用情况;&&用于应急管理局重点单位查询,开放条件,0.0,0.0,0.0
cat__detail_time_scope_2018年-2023年,detail_time_scope,0.0,0.0,0.0
cat__开放条件_有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;有基础的数据安全保护能力；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景；注明数据来源，定期抽查数据使用情况;&&申请,开放条件,0.0,0.0,0.0
cat__开放条件_有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;有基础的数据安全保护能力；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景；注明数据来源，定期抽查数据使用情况;&&申请使用的业务范围应包括与信用业务相关的各项服务,开放条件,0.0,0.0,0.0
cat__开放条件_有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;有基础的数据安全保护能力；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景；注明数据来源，定期抽查数据使用情况;&&申请前先联系市场局， 大数据中心 蒋浩老师 电话：13061866988,开放条件,0.0,0.0,0.0
cat__开放条件_有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;有基础的数据安全保护能力；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景；注明数据来源，定期抽查数据使用情况;&&申请协商,开放条件,0.0,0.0,0.0
cat__开放条件_有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;有基础的数据安全保护能力；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景；注明数据来源，定期抽查数据使用情况;&&申请该数据，请提供申请人姓名、工作(学习)单位、联系电话，并且说明数据用途和使用场景。,开放条件,0.0,0.0,0.0
cat__开放条件_有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;有基础的数据安全保护能力；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景；注明数据来源，定期抽查数据使用情况;&&申请该数据，需要完整描述需求场景和用途  ,开放条件,0.0,0.0,0.0
cat__开放条件_有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;有基础的数据安全保护能力；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景；注明数据来源，定期抽查数据使用情况;&&根据需求申请开放,开放条件,0.0,0.0,0.0
